Restaurant_id,Name,Latitude,Longtitude,Phone,Image_url,Address,City,State,Zip,Price,Yelp_url
koppe-bridge-bar-and-grill-college-station,Koppe Bridge Bar & Grill,30.58196378,-96.32213569,19797642933,https://s3-media4.fl.yelpcdn.com/bphoto/7F_skjQoht3yqGFV7j4S5w/o.jpg,11777 Fm 2154 Rd  ,College Station,TX,77845,$,https://www.yelp.com/biz/koppe-bridge-bar-and-grill-college-station?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw
harvey-washbangers-college-station,Harvey Washbangers,30.61454013,-96.31844786,19796966756,https://s3-media2.fl.yelpcdn.com/bphoto/IkveX2i3fk8jjzzx5xTa9g/o.jpg,1802 Texas Ave S  ,College Station,TX,77840,$,https://www.yelp.com/biz/harvey-washbangers-college-station?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw
taz-indian-cuisine-college-station,Taz Indian Cuisine,30.6064065,-96.3109035,19796966560,https://s3-media1.fl.yelpcdn.com/bphoto/TLmLNGrI58VMAzeXNSEThA/o.jpg,2416 Texas Ave S Suite#a ,College Station,TX,77840,$$,https://www.yelp.com/biz/taz-indian-cuisine-college-station?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw
fish-daddys-seafood-grill-college-station,Fish Daddy's Seafood Grill,30.638996,-96.313869,19792601611,https://s3-media2.fl.yelpcdn.com/bphoto/Rbs3XjS7mx42F8TX2UdlWg/o.jpg,1611 University Dr E  ,College Station,TX,77840,$$,https://www.yelp.com/biz/fish-daddys-seafood-grill-college-station?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw
hopdoddy-burger-bar-college-station,Hopdoddy Burger Bar,30.624383,-96.3395215,19792722337,https://s3-media2.fl.yelpcdn.com/bphoto/om2mRKBWwAx65vTEvVuh_Q/o.jpg,144 Century Ct Ste 103 ,College Station,TX,77840,$$,https://www.yelp.com/biz/hopdoddy-burger-bar-college-station?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw
torchys-tacos-college-station,Torchy's Tacos,30.62299,-96.328232,19793296900,https://s3-media3.fl.yelpcdn.com/bphoto/KOGYfboUYEKkR55wyIQGCQ/o.jpg,1037 Texas Ave S  ,College Station,TX,77840,$,https://www.yelp.com/biz/torchys-tacos-college-station?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw
bbq-13-0-college-station,BBQ 13-0,30.6188257,-96.3470274,19795550000,https://s3-media4.fl.yelpcdn.com/bphoto/srPwGF9_Y9tH9GLeSeFiyQ/o.jpg,315 Church Ave  ,College Station,TX,77840,$,https://www.yelp.com/biz/bbq-13-0-college-station?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw
fire-truck-crepes-college-station,Fire Truck Crepes,30.61772,-96.34531,19792187979,https://s3-media2.fl.yelpcdn.com/bphoto/5is-ql6V6r53ULRyypGioQ/o.jpg,  ,College Station,TX,77841,,https://www.yelp.com/biz/fire-truck-crepes-college-station?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw
razzoos-cajun-cafe-college-station,Razzoo's Cajun Cafe,30.6344622,-96.3264652,19792604080,https://s3-media2.fl.yelpcdn.com/bphoto/Mrd-qmrOyto5Pl3grSw6hw/o.jpg,820 University Dr E  ,College Station,TX,77840,$$,https://www.yelp.com/biz/razzoos-cajun-cafe-college-station?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw
cenare-italian-restaurant-college-station,Cenare Italian Restaurant,30.63054,-96.33134,19796967311,https://s3-media2.fl.yelpcdn.com/bphoto/hDaWE1aA64SsvbO3xBU21w/o.jpg,404 University Dr E Ste X ,College Station,TX,77840,$$,https://www.yelp.com/biz/cenare-italian-restaurant-college-station?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw
centro-american-restaurant-and-pupuseria-college-station,Centro American Restaurant & Pupuseria,30.6197624,-96.3206024,19797031266,https://s3-media2.fl.yelpcdn.com/bphoto/ATpUime9xQBitPLIfiImDw/o.jpg,317 Dominik Dr  ,College Station,TX,77840,$,https://www.yelp.com/biz/centro-american-restaurant-and-pupuseria-college-station?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw
paolos-italian-kitchen-college-station-3,Paolo's Italian Kitchen,30.6354517,-96.3259001,19794852704,https://s3-media1.fl.yelpcdn.com/bphoto/D7MbyOG5WC1hxAw_slPl5Q/o.jpg,809 University Dr E Ste 100-A ,College Station,TX,77840,$$,https://www.yelp.com/biz/paolos-italian-kitchen-college-station-3?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw
yangtuo-club-college-station-3,Yangtuo Club,30.61339,-96.31922,19797046267,https://s3-media3.fl.yelpcdn.com/bphoto/iFmCR_KZ61Io3ZZ1qWMQkg/o.jpg,1713 Park Pl Ste 104 ,College Station,TX,77840,$$,https://www.yelp.com/biz/yangtuo-club-college-station-3?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw
aji-sushi-college-station,Aji Sushi,30.6142662,-96.31716673,19796961250,https://s3-media2.fl.yelpcdn.com/bphoto/mUYjN8vCcJr8jCFV37t-0Q/o.jpg,1901 Texas Ave Ste B ,College Station,TX,77840,$$,https://www.yelp.com/biz/aji-sushi-college-station?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw
laynes-of-college-station-college-station,Layne's of College Station,30.623196,-96.328521,19796967633,https://s3-media1.fl.yelpcdn.com/bphoto/4hEJvtC5mAOBPyUFxaf9Rg/o.jpg,106 Walton Dr  ,College Station,TX,77840,$,https://www.yelp.com/biz/laynes-of-college-station-college-station?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw
fusion-peru-college-station,Fusion Peru,30.6072314,-96.3075032,19796762603,https://s3-media3.fl.yelpcdn.com/bphoto/kYBayGcG6dJDHtoIDRDw_Q/o.jpg,2501 S Texas Avenue Space C111 ,College Station,TX,77840,$,https://www.yelp.com/biz/fusion-peru-college-station?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw
dixie-chicken-college-station,Dixie Chicken,30.617957,-96.346471,19792607344,https://s3-media3.fl.yelpcdn.com/bphoto/oDCm7M9h-7arlmuk5JiQNA/o.jpg,307 University Dr  ,College Station,TX,77840,$,https://www.yelp.com/biz/dixie-chicken-college-station?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw
mong-chon-korean-take-out-college-station,Mong Chon Korean Take Out,30.622296,-96.30994703,19796961805,https://s3-media4.fl.yelpcdn.com/bphoto/0NHpd6we8c4kPyyhTlZRYQ/o.jpg,900 Harvey Rd Ste 3A ,College Station,TX,77840,$$,https://www.yelp.com/biz/mong-chon-korean-take-out-college-station?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw
blue-baker-college-station-2,Blue Baker,30.63411636,-96.32618871,19792683096,https://s3-media1.fl.yelpcdn.com/bphoto/B1cuX0nZrEhL1TLu_f0ncQ/o.jpg,800 University Dr E Ste 100 ,College Station,TX,77840,$,https://www.yelp.com/biz/blue-baker-college-station-2?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw
luigis-patio-ristorante-college-station,Luigi's Patio Ristorante,30.5860923,-96.283911,19796932742,https://s3-media2.fl.yelpcdn.com/bphoto/511v4zs2PAU2uwtcwF6gMQ/o.jpg,3975 Texas 6 Frontage Rd Ste 100 ,College Station,TX,77845,$$,https://www.yelp.com/biz/luigis-patio-ristorante-college-station?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw
pin-toh-thai-cafe-bryan,Pin-Toh Thai Cafe,30.62150021,-96.35346293,19794855550,https://s3-media1.fl.yelpcdn.com/bphoto/_6uysI9Z2ABPGVaWTkHBsw/o.jpg,4345 Wellborn Rd  ,Bryan,TX,77801,$,https://www.yelp.com/biz/pin-toh-thai-cafe-bryan?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw
kolache-rolfs-college-station-4,Kolache Rolf's,30.639899,-96.312288,,https://s3-media4.fl.yelpcdn.com/bphoto/XPEeoEHllaNzqgNOMknRFg/o.jpg,800 Earl Rudder Fwy S  ,College Station,TX,77840,$,https://www.yelp.com/biz/kolache-rolfs-college-station-4?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw
hes-cafe-college-station,He's Cafe,30.61801,-96.32026,19796938889,https://s3-media1.fl.yelpcdn.com/bphoto/fwGADy2Klmg0bTqGePzFJQ/o.jpg,1505 Texas Ave Ste B ,College Station,TX,77840,$,https://www.yelp.com/biz/hes-cafe-college-station?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw
babes-doughnut-and-coffee-shop-bryan,Babe's Doughnut & coffee shop,30.63985855,-96.34882685,19792600277,https://s3-media2.fl.yelpcdn.com/bphoto/HmnxBFm25BEO2FWf5JI6Hg/o.jpg,3409 S Texas Ave  ,Bryan,TX,77802,$,https://www.yelp.com/biz/babes-doughnut-and-coffee-shop-bryan?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw
zoes-kitchen-college-station,Zoes Kitchen,30.6244432,-96.3388138,19793141175,https://s3-media3.fl.yelpcdn.com/bphoto/9mLK1rKcp_b3nQRnL7fJoQ/o.jpg,1099 University Dr Ste 115 ,College Station,TX,77840,,https://www.yelp.com/biz/zo%C3%ABs-kitchen-college-station?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw
blaze-fast-fired-pizza-college-station,Blaze Fast-Fire'd Pizza,30.6076,-96.31685,19797045028,https://s3-media1.fl.yelpcdn.com/bphoto/R-FTAoVEe-CeG-M7M-dZSQ/o.jpg,143 Century Square Dr Ste 100 ,College Station,TX,77840,,https://www.yelp.com/biz/blaze-fast-fired-pizza-college-station?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw
christophers-world-grille-bryan,Christopher's World Grille,30.6602,-96.29578,19797762181,https://s3-media1.fl.yelpcdn.com/bphoto/M7qOkvTewKF20k3yJlOi7w/o.jpg,5001 Booneville Rd  ,Bryan,TX,77802,$$$,https://www.yelp.com/biz/christophers-world-grille-bryan?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw
si-senor-mexican-grill-college-station,Si Senor Mexican Grill,30.61747,-96.34681,19795719606,https://s3-media1.fl.yelpcdn.com/bphoto/30MJH-CNnMhPI3ts1VHd6g/o.jpg,301 University Dr  ,College Station,TX,77840,$,https://www.yelp.com/biz/si-senor-mexican-grill-college-station?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw
aggie-taqueria-college-station,Aggie Taqueria,30.59625,-96.33359,,https://s3-media3.fl.yelpcdn.com/bphoto/-zS5MczT1HkO-weIA-cOmA/o.jpg,1011 Wellborn Rd  ,College Station,TX,77840,,https://www.yelp.com/biz/aggie-taqueria-college-station?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw
world-of-beer-college-station-2,World Of Beer,30.62778327,-96.33533052,19799855927,https://s3-media2.fl.yelpcdn.com/bphoto/GIXJY7MmCfYVvmUT8ywGNA/o.jpg,425 N Point Crossing Ste 700 ,College Station,TX,77840,$$,https://www.yelp.com/biz/world-of-beer-college-station-2?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw
wokamole-healthy-cuisine-bryan,Wokamole Healthy Cuisine,30.64619827,-96.33202362,19798460009,https://s3-media4.fl.yelpcdn.com/bphoto/WKsyeFXO1lDI0IJXoeFJng/o.jpg,4001 E 29th St  Ste 106 P749,Bryan,TX,77802,$,https://www.yelp.com/biz/wokamole-healthy-cuisine-bryan?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw
cheddars-scratch-kitchen-college-station,Cheddar's Scratch Kitchen,30.639417,-96.313018,19792601701,https://s3-media1.fl.yelpcdn.com/bphoto/qrOzOmzi4j0-BW9t0XXZuQ/o.jpg,1701 University Dr E  ,College Station,TX,77840,$$,https://www.yelp.com/biz/cheddars-scratch-kitchen-college-station?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw
tacobar-college-station-2,Tacobar,30.59191731,-96.33086555,19797046636,https://s3-media1.fl.yelpcdn.com/bphoto/6jnC2WkgXS95ncDxOtsQlA/o.jpg,1411 Wellborn Rd Ste 100 ,College Station,TX,77840,$,https://www.yelp.com/biz/tacobar-college-station-2?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw
texas-roadhouse-college-station,Texas Roadhouse,30.63879,-96.31456,19792680558,https://s3-media2.fl.yelpcdn.com/bphoto/HIWOegRKGwdAcide9tAL4Q/o.jpg,1601 University Dr East  ,College Station,TX,77840,$$,https://www.yelp.com/biz/texas-roadhouse-college-station?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw
bjs-restaurant-and-brewhouse-college-station-2,BJ's Restaurant & Brewhouse,30.62694868,-96.30220193,19796965700,https://s3-media1.fl.yelpcdn.com/bphoto/lbFu1vP8fesrTGXuetdd2A/o.jpg,1520 Harvey Rd  ,College Station,TX,77598,$$,https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-college-station-2?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw
saltgrass-steak-house-college-station-3,Saltgrass Steak House,30.5646486,-96.2652283,19796900562,https://s3-media1.fl.yelpcdn.com/bphoto/n5d1LCyvalr6s8QSG1WYSw/o.jpg,4330 State Highway 6 S  ,College Station,TX,77845,$$,https://www.yelp.com/biz/saltgrass-steak-house-college-station-3?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw
rudys-country-store-and-bar-b-q-college-station,Rudy's Country Store And Bar-B-Q,30.618371,-96.314456,19796967383,https://s3-media1.fl.yelpcdn.com/bphoto/EyAjSwX9pc2ZELHJCOWfPw/o.jpg,504 Harvey Rd  ,College Station,TX,77840,$,https://www.yelp.com/biz/rudys-country-store-and-bar-b-q-college-station?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw
chois-restaurant-college-station-3,Choi's Restaurant,30.6197511,-96.3206135,19797037911,https://s3-media1.fl.yelpcdn.com/bphoto/CN8Wi5hUcd7SWbfilQ8tPg/o.jpg,311 Dominik Dr  ,College Station,TX,77840,$$,https://www.yelp.com/biz/chois-restaurant-college-station-3?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw
